ranking,player_name,jorsey_name,country,tournaments,points
1437,Billal Larachi,LARACHI,Algeria,1,100
1437,Van Sang Nguyen,NGUYEN,Vietnam,1,100
1437,Izzeldeen Abuarrah,ABUARRAH,Jordan,1,100
1437,Hoai Nam Nguyen,NGUYEN,Vietnam,1,100
1437,Minh Thai Le,LE,Vietnam,1,100
1437,Ahmed Hasan,HASAN,Bahrain,1,100
1437,Wongsup Wongsup-In,WONGSUP-IN,Thailand,1,100
1437,Irusumalla Pushkal,PUSHKAL,Australia,1,100
1437,Jia Qi Peng,PENG,China,1,100
1437,Yehezkiel Fritz Mainaky,MAINAKY,Indonesia,1,100
1437,Michael Tam,TAM,Australia,1,100
1437,Sivabalan Visnuvaarman,VISNUVAARMAN,Malaysia,1,100
1437,Abdelrahman Abdelsattar,ABDELSATTAR,Egypt,1,100
1437,Roshan Rajkumar,RAJKUMAR,Australia,1,100
1437,Mansour Yousif Almazrouei,ALMAZROUEI,United Arab Emirates,1,100
1437,Nick So,SO,Australia,1,100
1437,Melquisidek Elias Almeida Lima,LIMA,Brazil,1,100
1437,Duc Bao Ta,TA,Vietnam,1,100
1437,Huaishu Ge,GE,Australia,1,100
1437,Mohamed Neji Somrani,SOMRANI,Tunisia,1,100
1437,Leon Kurniawan,KURNIAWAN,Australia,1,100
1437,Kauan Figueroa Sttocco,STTOCCO,Brazil,1,100
1437,Phonesack Sokthavy,SOKTHAVY,Laos,1,100
1437,Ouzaier Khayati,KHAYATI,Tunisia,1,100
1437,Mohamed Mostafa Kamel,KAMEL,Egypt,1,100
1437,Tavio Terichy,TERICHY,Indonesia,1,100
1437,João Mendonça Taveira,TAVEIRA,Brazil,1,100
1437,Viet Nhan Nguyen,NGUYEN,Vietnam,1,100
1437,Ragoonundun Agnivesh,AGNIVESH,Mauritius,1,100
1437,Ching-Hung Kuo,KUO,Chinese Taipei,1,100
1437,Chouaib Djebli,DJEBLI,Algeria,1,100
1437,Chung Chuen Yap,YAP,Malaysia,1,100
1437,Saif Eddine Kiouar,KIOUAR,Algeria,1,100
1437,Nasser Alnakkas,ALNAKKAS,Bahrain,1,100
1437,Young Woong Ha,HA,Korea,1,100
1437,Saif Abu Eid,EID,Jordan,1,100
1437,Sunilkumar Nair Sanjay,SANJAY,India,1,100
1437,Sayed Ebrahim Hasan,HASAN,Bahrain,1,100
1437,Mohamed Rayane Bouffeniche,BOUFFENICHE,Algeria,1,100
1437,Josias Haneman,HANEMAN,Paraguay,1,100
1437,Wojciech Nych,NYCH,Poland,1,100
1437,Yi Chuan Tian,TIAN,China,1,100
1437,Raul Must,MUST,Estonia,1,100
1437,Tien Dat Nguyen,NGUYEN,Vietnam,1,100
1437,Deng Xian Wang,WANG,China,1,100
1437,Mattew Minggat,MINGGAT,Brunei Darussalem,1,100
1437,Duc Truong Ngo,NGO,Vietnam,1,100
1437,Mohamed Amine Chekkal,CHEKKAL,Algeria,1,100
1437,Omar Shater,SHATER,Egypt,1,100
1437,Akram Mamareli,MAMARELI,Algeria,1,100
1437,Nam Khanh Bui,BUI,Vietnam,1,100
1437,Mohamed Ali Abidi,ABIDI,Algeria,1,100
1437,Sofiane Aouamer,AOUAMER,Algeria,1,100
1437,Quang Huy Dong,DONG,Vietnam,1,100
1437,Mohamed Khalfan Almazrouei,ALMAZROUEI,United Arab Emirates,1,100
1437,Laichi Yacine,YACINE,Algeria,1,100
1437,Marcelo Bosa Oliveira,OLIVEIRA,Brazil,1,100
1437,Marco Castillo,CASTILLO,Costa Rica,1,100
1437,Min Jae Kim,KIM,Korea,1,100
1437,Steven He,HE,Canada,1,100
1437,Nidarshan Nidhish,NIDHISH,Malaysia,1,100
1437,Khalifa Saeed Almazrouei,ALMAZROUEI,United Arab Emirates,1,100
1437,Duarte Nuno Anjo,ANJO,Portugal,1,100
1437,Alisson Vasconcellos,VASCONCELLOS,Brazil,1,100
1437,Aslam Oduka,ODUKA,Uganda,1,100
1437,Gabriel Resler Casara,CASARA,Brazil,1,100
1437,Qusai Althawahreh,ALTHAWAHREH,Jordan,1,100
1437,Yu Xuan Liu,LIU,China,1,100
1437,Richie Duta Richardo,RICHARDO,Indonesia,1,100
1437,Wen Duo Sun,SUN,China,1,100
1437,Jonathan Esquivel Vargas,VARGAS,Mexico,1,100
1524,Tony Crowley,CROWLEY,Ireland,3,90
1524,Mark Koroša,KOROŠA,Slovenia,3,90
1524,Andraž Pungartnik,PUNGARTNIK,Slovenia,3,90
1527,Raphael Maho,MAHO,Belgium,2,90
1527,Oleg Amosov,AMOSOV,Ukraine,2,90
1527,Louie Lyons,LYONS,Ireland,2,90
1530,Dorian Florin Tihi,TIHI,Germany,3,80
1530,Kevin Lin Lenarčič,LENARČIČ,Slovenia,3,80
1530,Mykola Shkliaiev,SHKLIAIEV,Ukraine,3,80
1530,Daniel Johannesson,JOHANNESSON,Iceland,3,80
1534,Jordan Edgar,EDGAR,Scotland,2,80
1534,Peyo Boichinov,BOICHINOV,Bulgaria,2,80
1534,Matthew Cheung,CHEUNG,Ireland,2,80
1534,Martin Hlebarski,HLEBARSKI,Bulgaria,2,80
1534,Ivan Dimitrov,DIMITROV,Bulgaria,2,80
1539,Vito Saganić,SAGANIĆ,Croatia,3,70
1540,Marco Danti,DANTI,Italy,2,70
1540,Yegor Romaniuk,ROMANIUK,Ukraine,2,70
1542,Ansh Negi,NEGI,India,1,70
1542,Adel Sourati,SOURATI,Iran,1,70
1542,Rishabh Deshpande,DESHPANDE,India,1,70
1542,Tijl Dewit,DEWIT,Belgium,1,70
1542,Jake Thomas,THOMAS,Scotland,1,70
1542,Dhruv Negi,NEGI,India,1,70
1542,Loic Antoine Nanicaoudin,NANICAOUDIN,Réunion,1,70
1542,Amer Awad,AWAD,Iraq,1,70
1542,Mees Janssen,JANSSEN,Netherlands,1,70
1542,Karrar Hussein,HUSSEIN,Iraq,1,70
1542,Emamdhully Mohammad Rayan Shanawaz Rezah,REZAH,Mauritius,1,70
1542,Seyed Armin Zaki Zadeh,ZADEH,Iran,1,70
1542,Seyedmohammad Golchin Hosseini,HOSSEINI,Iran,1,70
1542,Karwan Nozad Abdullah,ABDULLAH,Iraq,1,70
1542,Isum Arachchige,ARACHCHIGE,England,1,70
1542,Chamath Dias,DIAS,Sri Lanka,1,70
1542,Ali Neamah,NEAMAH,Iraq,1,70
1542,Simon Nas De Tourris,TOURRIS,Réunion,1,70
1542,Sarath Dunna,DUNNA,India,1,70
1542,Sohit Hooda,HOODA,India,1,70
1542,Prathmesh Kulkarni,KULKARNI,India,1,70
1542,Wick Keerthapongalan,KEERTHAPONGALAN,England,1,70
1542,Hugo Constans,CONSTANS,Réunion,1,70
1542,Anirv Reddy Chamakura,CHAMAKURA,USA,1,70
1542,Saied Babayani,BABAYANI,Iran,1,70
1542,Kristian Dukov,DUKOV,England,1,70
1542,Ali Mohammed Ali,ALI,Iraq,1,70
1542,Rudraksh Swarnkar,SWARNKAR,India,1,70
1542,Magnus Bach Kristensen,KRISTENSEN,Denmark,1,70
1542,Michael Svejsø,SVEJSØ,Denmark,1,70
1542,Arshia Amalkonande,AMALKONANDE,Iran,1,70
1542,Rounak Chouhan,CHOUHAN,India,1,70
1542,Murtadha Talib,TALIB,Iraq,1,70
1542,Koushiik C. S,S,India,1,70
1542,Sean Laureta,LAURETA,Ireland,1,70
1542,Jewel Mano Varughese,VARUGHESE,Wales,1,70
1542,Kanapathy Kuhan,KUHAN,Malaysia,1,70
1542,Ganeshram Subramaniam Balaji,BALAJI,Scotland,1,70
1542,Arnaud Delsaut,DELSAUT,Belgium,1,70
1542,Jacob Nilsson,NILSSON,Sweden,1,70
1542,Ewen Stephen,STEPHEN,England,1,70
1542,Percival Cheng,CHENG,England,1,70
1542,Gregory Grondin,GRONDIN,Réunion,1,70
1542,Al- Qazzaz Ali Muafaq Hadi,Hadi,Iraq,1,70
1542,Gaurav Parmar,PARMAR,India,1,70
1542,Mehdi Hajtalebi,HAJTALEBI,Iran,1,70
1542,Harsh Chaplot,CHAPLOT,India,1,70
1542,Muntadher Nabeel,NABEEL,Iraq,1,70
1542,Ahmad Raoufi,RAOUFI,Iran,1,70
1542,Azhar Mohamed Ayyoob,AYYOOB,Maldives,1,70
1542,Rasmus Messerschmidt,MESSERSCHMIDT,Denmark,1,70
1542,Eliott Lieutier,LIEUTIER,France,1,70
1542,Govind Krishna,KRISHNA,India,1,70
1542,Fu Seng Lee,LEE,Malaysia,1,70
1542,Callum Thomas,THOMAS,Ireland,1,70
1542,Mohammad Mahdi Mirshekari,MIRSHEKARI,Iran,1,70
1542,Yousif M. Khudhur,KHUDHUR,Iraq,1,70
1542,Soaham Kulkarni,KULKARNI,Scotland,1,70
1600,Carl Claesson,CLAESSON,Sweden,3,60
1600,Tadeáš Brázda,BRÁZDA,Czech Republic,3,60
1600,Robert Ingi Huldarsson,HULDARSSON,Iceland,3,60
1603,Ibrah Yiga,YIGA,Uganda,2,60
1603,Adam Mwebe,MWEBE,Uganda,2,60
1603,Geofrey Alema,ALEMA,Uganda,2,60
1603,Rannar Zirk,ZIRK,Estonia,2,60
1603,Emmanuel Mulindwa,MULINDWA,Uganda,2,60
1603,Rahim Nsubuga,NSUBUGA,Uganda,2,60
1603,Mitchell Maynard,MAYNARD,Sweden,2,60
1603,Sai Ravi Teja Reddy Punyala,PUNYALA,Uganda,2,60
1611,Juan Felipe Noguera,NOGUERA,Colombia,1,60
1611,Hadrien Harand,HARAND,France,1,60
1611,Nestor Israel González Gómez,GÓMEZ,Mexico,1,60
1611,Landon Ortiz,ORTIZ,Mexico,1,60
1611,Siim Saarse,SAARSE,Estonia,1,60
1611,Juan Pablo Montoya,MONTOYA,Mexico,1,60
1611,Tso Chuan Yeh,YEH,Chinese Taipei,1,60
1611,Alvar Melleri,MELLERI,Finland,1,60
1611,Teodor Mitev,MITEV,Bulgaria,1,60
1611,Antoine Beaubois,BEAUBOIS,French Polynesia (Tahiti),1,60
1611,Thomas Tournefier,TOURNEFIER,France,1,60
1611,Diego Chavez,CHAVEZ,Mexico,1,60
1611,Rune Tøttrup,TØTTRUP,Denmark,1,60
1611,Samuel Cali,CALI,Malta,1,60
1611,Wen Che Lee,LEE,Chinese Taipei,1,60
1611,Iakovos Acheriotis,ACHERIOTIS,Cyprus,1,60
1611,Gift Kangelesa,KANGELESA,Zambia,1,60
1611,Adam Travinskiy,TRAVINSKIY,Israel,1,60
1611,Ignas Reznikas,REZNIKAS,Lithuania,1,60
1611,Koudousse Souleymann,SOULEYMANN,Togo,1,60
1611,Thabang Nawa,NAWA,Botswana,1,60
1611,Emilien Morin,MORIN,France,1,60
1611,Anil Ulaç Atan,ATAN,Turkiye,1,60
1611,Justine Simwanza,SIMWANZA,Zambia,1,60
1611,Maurice Mbewe,MBEWE,Zambia,1,60
1611,Julio Israel Ortiz Alarcon,ALARCON,Mexico,1,60
1611,Reinis Krauklis,KRAUKLIS,Latvia,1,60
1611,Mateo Peregrina,PEREGRINA,Mexico,1,60
1611,Mariano Elizondo,ELIZONDO,Mexico,1,60
1611,Ioannis Tambourlas,TAMBOURLAS,Cyprus,1,60
1611,Anders Schaiffel,SCHAIFFEL,Denmark,1,60
1611,Luca Wiechmann,WIECHMANN,Germany,1,60
1611,Angel Alejandro Benítez Hernández,HERNÁNDEZ,Mexico,1,60
1611,Yibak Jessel,JESSEL,Mexico,1,60
1611,Roko Pipunić,PIPUNIĆ,Croatia,1,60
1611,Tak Wing Yu,YU,South Africa,1,60
1611,Ivan Olivares,OLIVARES,Mexico,1,60
1611,Juan Torres,TORRES,Mexico,1,60
1611,Pranav Srikanth,SRIKANTH,Canada,1,60
1611,Christian Dumler,DUMLER,Germany,1,60
1651,Handoko Yusuf Wijayanto,WIJAYANTO,Indonesia,1,55
1652,Djordje Stepanovic,STEPANOVIC,Serbia,3,50
1652,Matthew Galea,GALEA,Malta,3,50
1654,Viktor Petrovic,PETROVIC,Serbia,2,50
1654,Ivan Tsaregorotsev,TSAREGOROTSEV,Ukraine,2,50
1654,Arturs Akmens,AKMENS,Latvia,2,50
1654,Sergej Lukic,LUKIC,Serbia,2,50
1654,Romain Frank,FRANK,France,2,50
1659,Volodymyr Koluzaiev,KOLUZAIEV,Ukraine,3,45
1660,Mark Aronchik,ARONCHIK,Israel,3,40
1661,Amir Shapira,SHAPIRA,Israel,2,40
1661,Emil Johansson,JOHANSSON,Sweden,2,40
1661,Bene Benjamin Kiss,KISS,Hungary,2,40
1661,Tsamorena Kevin Kgosidialwa,KGOSIDIALWA,Botswana,2,40
1661,Anton Berik,BERIK,Estonia,2,40
1666,Enock Kipchumba,KIPCHUMBA,Kenya,1,40
1666,Abdul Hirya,HIRYA,Uganda,1,40
1666,Ondřej Běhounek,BĚHOUNEK,Czech Republic,1,40
1666,Kacper Gorniak,GORNIAK,Poland,1,40
1666,Csanad Horvath,HORVATH,Hungary,1,40
1666,Apolo Oloo,OLOO,Kenya,1,40
1666,Tejas Savoo,SAVOO,Mauritius,1,40
1666,Abdul Zeeshan Beebeejaun,BEEBEEJAUN,Mauritius,1,40
1666,Andrej Suchy,SUCHY,Slovakia,1,40
1666,Adam Bogacz,BOGACZ,Poland,1,40
1666,Mohamed Udhaish Ahmed Shareef,SHAREEF,Maldives,1,40
1666,John Muiruri Mburu,MBURU,Kenya,1,40
1666,Abdul Zaheer Beebeejaun,BEEBEEJAUN,Mauritius,1,40
1666,Bin Hamid Hoodh,HOODH,Maldives,1,40
1666,Dawid Perkowski,PERKOWSKI,Poland,1,40
1666,Cyrus Mutuku,MUTUKU,Kenya,1,40
1666,Abdul Rasheed Aseel,ASEEL,Maldives,1,40
1666,Simeon Suchy,SUCHY,Slovakia,1,40
1666,Kevin Kasyoki,KASYOKI,Kenya,1,40
1666,Thomas Sibbald,SIBBALD,Netherlands,1,40
1666,Pranav Bhaugeerothee,BHAUGEEROTHEE,Mauritius,1,40
1666,Nikhil Nayeck,NAYECK,Mauritius,1,40
1666,Ahmed Daniel Ashraf,ASHRAF,Maldives,1,40
1666,Andreas Roksvaag,ROKSVAAG,Norway,1,40
1666,Mohamed Adeem Adam,ADAM,Maldives,1,40
1666,Dominik Tripet,TRIPET,Switzerland,1,40
1666,Mohamad Aabidullah Tagan,TAGAN,Mauritius,1,40
1666,Wiktor Cierpisz,CIERPISZ,Poland,1,40
1666,Bin Mohamed Solah Ahmed Ayaan,AYAAN,Maldives,1,40
1666,Max Svensson,SVENSSON,Sweden,1,40
1666,Ayaan Dhanani,DHANANI,Uganda,1,40
1666,Seaman Kinyua,KINYUA,Kenya,1,40
1666,Mads Marum,MARUM,Norway,1,40
1666,Sammy Mdogo Sikoyo,SIKOYO,Kenya,1,40
1666,Rajhans Rai Nundah,NUNDAH,Mauritius,1,40
1666,Patryk Kordek,KORDEK,Poland,1,40
1702,Andy Baque Marcillo,MARCILLO,Ecuador,1,38
1703,Erik Li,LI,Finland,2,30
1703,Kaiwen Li,LI,Finland,2,30
1703,Vladyslav Stepanchenko,STEPANCHENKO,Ukraine,2,30
1703,Hendrik Stagge,STAGGE,Germany,2,30
1703,Marcell Csobod,CSOBOD,Hungary,2,30
1703,Rodrigo Almeida,ALMEIDA,Portugal,2,30
1703,Niklas Lynge Olesen,OLESEN,Denmark,2,30
1710,Harry Willson,WILLSON,England,1,30
1710,Harry Lines,LINES,England,1,30
1710,Dinuka Karunaratne,KARUNARATNE,England,1,30
1710,Gavin Kirby,KIRBY,Wales,1,30
1710,Luke Griffiths,GRIFFITHS,England,1,30
1710,Barry Garnham,GARNHAM,Wales,1,30
1710,Yehor Nechai,NECHAI,Ukraine,1,30
1717,Spero Dossa,DOSSA,Benin,1,20
1717,Robert Thor Henn,HENN,Iceland,1,20
1717,Angelo Silva,SILVA,Portugal,1,20
1717,Sharon Perelshtein,PERELSHTEIN,Israel,1,20
1717,Vladyslav Kunin,KUNIN,Ukraine,1,20
1717,Axel Ganci,GANCI,France,1,20
1717,Edouard Ankou,ANKOU,Togo,1,20
1717,Akpa Jerome Ibrahim Agnimel,AGNIMEL,Ivory Coast,1,20
1717,Trinity Pheko,PHEKO,Botswana,1,20
1717,Isaac Ellul,ELLUL,Malta,1,20
1717,Kasper Funch,FUNCH,Denmark,1,20
1717,Hrvoje Mavriček,MAVRIČEK,Croatia,1,20
1717,Mikkel Langemark,LANGEMARK,Denmark,1,20
1717,Oankgoga Tidimatso,TIDIMATSO,Botswana,1,20
1717,Axilleas Tsartsidis,TSARTSIDIS,Greece,1,20
1717,Kamogelo Bofelo Wesi,WESI,Botswana,1,20
1717,Josua Hardmeier,HARDMEIER,Switzerland,1,20
1717,Miraç Kantar,KANTAR,Turkiye,1,20
1717,Andis Berzins,BERZINS,Latvia,1,20
1717,Phenyo Mokgwatlheng,MOKGWATLHENG,Botswana,1,20
1717,Bugrahan Perk,PERK,Turkiye,1,20
1717,Gotsilemang Motlhabane,MOTLHABANE,Botswana,1,20
1717,Ambrose Nadiope,NADIOPE,Uganda,1,20
1717,Vid Koščak,KOŠČAK,Slovenia,1,20
1717,Dimitrios Papadopoulos,PAPADOPOULOS,Greece,1,20
1717,Nelson Tjihumino,TJIHUMINO,Botswana,1,20
1717,Mael Dietrich,DIETRICH,Switzerland,1,20
1717,Constantinos Symeonides,SYMEONIDES,Cyprus,1,20
1717,Christ Jemuel Yoro,YORO,Ivory Coast,1,20
1717,Mohamadi Ouedraogo,OUEDRAOGO,Burkina Faso,1,20
1717,Tsaone Mosweu,MOSWEU,Botswana,1,20
1717,Patrik Dimitrov,DIMITROV,Bulgaria,1,20
1717,Pauls Eliass Rozenvalds,ROZENVALDS,Latvia,1,20
1717,Christopher Klauer,KLAUER,Germany,1,20
1717,Edric Marnel Charbel Mehou,MEHOU,Benin,1,20
1717,Patriks Kandis,KANDIS,Latvia,1,20
1717,Martin Stratiev,STRATIEV,Bulgaria,1,20
1717,Aboul Fatao Tapsoba,TAPSOBA,Burkina Faso,1,20
1717,Sibusiso Jabulani Ntungwana,NTUNGWANA,Botswana,1,20
1717,Baldwin Atlang Wesi,WESI,Botswana,1,20
1717,Marcus Svenson,SVENSON,Sweden,1,20
1717,Burak Kucuk,KUCUK,Turkiye,1,20
1717,Thabang Lebogang,LEBOGANG,Botswana,1,20
1717,Keone Olatoste,OLATOSTE,Botswana,1,20
1717,Jules Francklin Nahouenou,NAHOUENOU,Benin,1,20
1717,Tshimologo Rasta,RASTA,Botswana,1,20
1717,Diego Scalvini,SCALVINI,Italy,1,20
1717,Evgeni Uzunov,UZUNOV,Bulgaria,1,20
1717,Jonas Schwarz,SCHWARZ,Switzerland,1,20
1717,Polizois Polizoakis,POLIZOAKIS,Greece,1,20
1717,Ewan Goulin,GOULIN,France,1,20
1717,Matthias Trauffer,TRAUFFER,Switzerland,1,20
1717,Gal Hiram,HIRAM,Israel,1,20
1717,Swann Hardi,HARDI,France,1,20
1717,Domas Paksys,PAKSYS,Lithuania,1,20
1717,Krzysztof Jakowczuk,JAKOWCZUK,Poland,1,20
1717,Imran Mohamed,MOHAMED,England,1,20
1717,Alejandro Lopez,LOPEZ,Spain,1,20
1717,Desire Anagonou,ANAGONOU,Benin,1,20
1717,Niels Rugaard,RUGAARD,Denmark,1,20
1717,Logan Dorso,DORSO,France,1,20
1717,Calin Tudor Turcu,TURCU,Romania,1,20
1717,Yordan Yordanov,YORDANOV,Bulgaria,1,20
1717,Godson Dossa,DOSSA,Benin,1,20
1717,Modiri Motshegwe,MOTSHEGWE,Botswana,1,20
1717,Josip Uglesic,UGLESIC,Croatia,1,20
1717,Noel Tappeiner,TAPPEINER,Switzerland,1,20
1717,Shachar Bar Yosef-Yayama,YOSEF-YAYAMA,Israel,1,20
1717,Andri Niedermann,NIEDERMANN,Switzerland,1,20
1717,Paschalis Melikidis,MELIKIDIS,Greece,1,20
1717,Alex Revelie Djinin Sah,SAH,Benin,1,20
1717,Casper Spaans,SPAANS,Netherlands,1,20
1717,Narcisse Djossou,DJOSSOU,Benin,1,20
1717,Theodoros Papadopoulos,PAPADOPOULOS,Greece,1,20
1717,Hector Rebetz,REBETZ,Sweden,1,20
1717,Zsombor Dulcz,DULCZ,Hungary,1,20
1717,Orestis Chotoumanidis,CHOTOUMANIDIS,Greece,1,20
1717,James Salter,SALTER,England,1,20
1717,Nigel Degaetano,DEGAETANO,Malta,1,20
1717,Tsvetan Ivanov,IVANOV,Bulgaria,1,20
1717,Ryan Ngetupe Kehinana,KEHINANA,Botswana,1,20
1717,Nikolas Diglidis,DIGLIDIS,Germany,1,20
1717,Kean Gabor Kigyos,KIGYOS,Hungary,1,20
1717,Magloire Mathieu Olakoule Audio Fahami,FAHAMI,Benin,1,20
1717,Tim Krämer,KRÄMER,Germany,1,20
1717,Berat Ayindi,AYINDI,Turkiye,1,20
1717,Zafir Emran,EMRAN,Finland,1,20
1717,Tadej Jelenc,JELENC,Slovenia,1,20
1717,Ilija Nicolussi,NICOLUSSI,Austria,1,20
1717,Shon Leitman,LEITMAN,Israel,1,20
1717,Uroš Burjek,BURJEK,Slovenia,1,20
1808,Pak Ngai Mak,MAK,Hong Kong China,2,16
1809,Daniel Bielin,BIELIN,USA,2,11
1810,Edzus Meirans,MEIRANS,Latvia,1,10
1810,Eric Teller,TELLER,Germany,1,10
1810,Arturs Kelpe,KELPE,Latvia,1,10
1810,Hannes Hani,HANI,Estonia,1,10
1810,Raul Martin Maidvee,MAIDVEE,Estonia,1,10
1810,Harry Morgan,MORGAN,England,1,10
1810,Serhii Marushchak,MARUSHCHAK,Ukraine,1,10
1810,Kristian Kitanov,KITANOV,Bulgaria,1,10
1810,Kevin Dang,DANG,Germany,1,10
1810,Nicolas Franconville,FRANCONVILLE,Switzerland,1,10
1810,Lukasz Zwierzchowski,ZWIERZCHOWSKI,Poland,1,10
1810,Ivo Keiss,KEISS,Latvia,1,10
1810,Tony Nan,NAN,Netherlands,1,10
1810,Andrejs Vilnis,VILNIS,Latvia,1,10
1810,Miklos Kis-Kasza,KIS-KASZA,Hungary,1,10
1810,Heming Lin,LIN,Finland,1,10
1810,Davis Strazdins,STRAZDINS,Latvia,1,10
1810,Rolands Bratcikovs,BRATCIKOVS,Latvia,1,10
1810,Toms Sala,SALA,Latvia,1,10
1810,Karl-Rasmus Pungas,PUNGAS,Estonia,1,10
1810,Daniel Klančar,KLANČAR,Slovenia,1,10
1810,Kazimieras Dauskurtas,DAUSKURTAS,Lithuania,1,10
1810,Rudolfs Andersons,ANDERSONS,Latvia,1,10
1810,Akseli Aalto,AALTO,Finland,1,10
1810,Edgaras Slusnys,SLUSNYS,Lithuania,1,10
1810,Rúni Øster,ØSTER,Faroe Islands,1,10
1810,Dennis Kumar,KUMAR,Estonia,1,10
1810,Sune Juul Ørskov,ØRSKOV,Denmark,1,10
1810,Pjotr Odijk,ODIJK,Netherlands,1,10
1810,Rihards Zugs,ZUGS,Latvia,1,10
1810,Aljaz Ferk,FERK,Slovenia,1,10
1810,Hugo Themas,THEMAS,Estonia,1,10
1842,Dylan Soedjasa,SOEDJASA,New Zealand,1,2
1842,Lucas Juillot,JUILLOT,New Caledonia,1,2
1842,Emanuela Mataio,MATAIO,Cook Islands,1,2
1845,"Li Wern, Timothy Mesney Phang",PHANG,Singapore,2,2
